Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Mozambique,MOZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.14253044,2.80098224,3.18652654,3.25095367,3.53062654,4.21435642,3.94559026,3.79955554,7.21501875,7.80532169,7.97903347,7.90207434,7.54172373,8.86981869,8.77717781,..
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.357,60.64,60.925,61.196,61.443,61.72,62.026,62.367,65.64,65.909,66.232,66.457,66.612,65.553,66.506,66.889
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,196.619580625284,141.525660705722,146.598390364449,224.292688912409,224.508811413327,252.685193060728,303.495087119254,419.375780725042,1229.19713491328,1272.82241815234,1298.21310327675,1425.98954241668,1490.21683599469,1242.7213439951,1158.05005055976,1233.19666209269
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.12591195,2.28925514,2.74706364,2.53689265,2.46972823,2.48261595,2.39884496,2.15582204,5.11349964,5.08065701,4.89992189,4.07903337,4.38807583,5.83599281,5.20476246,..
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.946,51.98,51.988,51.918,52.175,52.557,53.183,54.026,60.81,61.661,62.579,63.546,64.071,60.85,64.19,67.385
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2156.67590512714,1915.58926594875,1772.07565537493,2569.24739317883,3403.15496192955,3685.77299991587,4017.1834716928,4379.04313682732,4395.68776162376,5143.96072323076,5308.60813408705,4731.9210318831,3878.58982993966,4412.8355693052,4349.79908493314,4187.60500396525
Namibia,NAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.23999977,9.64409447,9.68074989,9.91340542,10.12623405,10.08441544,10.57086945,10.71633053,9.3223238,8.72573948,8.28609943,8.39904404,8.88723373,9.33766365,9.29635525,..
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.574,59.482,59.427,59.359,59.346,59.361,59.409,59.49,60.996,61.101,61.238,61.393,61.527,61.331,61.93,62.109
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,2648.60152860938,2232.30874026726,2084.64824520971,2463.28259078079,3040.51349889,2992.40382776926,2910.14145794684,2272.15291307045,8748.15632605428,9656.97976571484,11413.7463016389,10801.7705659635,10709.068810538,14979.099896799,12911.9086441381,12752.4723855838
Nauru,NRU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,18.96671295,16.22330093,13.80812454,9.97444248,6.87889576,10.82081795,12.41761494,24.23069,10.99060154,11.4886446,11.10239792,11.56155682,11.55650234,12.00061035,18.17031097,..
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.642,63.288,63.507,64.229,64.744,65.275,65.891,66.169,68.444,68.74,69.036,69.299,69.106,68.385,70.087,70.354
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,223.830289183078,240.795114544664,238.89140296106,246.429706587633,279.587750044428,309.024168339372,340.431796437968,385.449767660642,877.256454696737,1034.28374906846,1179.19843190389,1203.14294706401,1154.21517578318,1252.75076731986,1385.91066274851,1382.33055769304
Nepal,NPL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.13292074,3.81229901,3.93863344,3.8560729,4.04629898,3.95095325,3.54402447,3.67297482,5.42378998,4.72170973,4.52808428,4.44524717,5.2080965,5.32333136,6.65589333,..
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.9878048780488,78.190243902439,78.2926829268293,78.4926829268293,79.0951219512195,79.3463414634146,79.6975609756098,80.0975609756098,81.5609756097561,81.7609756097561,81.8121951219512,82.1121951219512,81.3585365853659,81.309756097561,81.6146341463415,81.9146341463415
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,26225.1697734149,26955.7128032278,29446.5330872868,35896.7504630706,40611.3414353091,42165.396168388,45123.5432406426,52100.7996285947,46808.5291492503,49513.6817346384,53955.0770024266,53554.9007491475,53467.9277413737,60141.9880911492,59123.318556487,63515.6030780019
Netherlands,NLD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.7069602,8.05945873,8.64913177,9.05657101,9.1107645,9.09666824,9.08055115,9.05292606,10.05679512,10.1082983,10.01993561,10.14039612,11.22355747,11.12490749,10.10068321,..
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.574,73.958,74.278,74.5,74.713,74.867,75.016,75.181,77.359,77.504,77.557,77.262,77.049,77.113,77.698,78.766
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,15329.7297200058,14482.3606263602,16104.5520406819,20768.1061488848,24475.6488547037,25528.2918353444,28193.2537573387,35177.6535261448,30782.8544433514,32354.7102832901,34902.8968780031,33411.3358835672,33270.330597637,35311.5543551452,33516.363085906,33701.8923322781
New Caledonia,NCL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.6365853658537,78.6926829268293,78.8463414634146,79.1463414634146,79.5487804878049,79.8512195121951,80.0487804878049,80.1512195121951,81.6585365853659,81.8585365853659,81.7073170731707,82.0560975609756,82.2560975609756,82.2073170731707,81.9585365853658,83.0048780487805
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,13641.1027183822,13882.8568268586,16874.1874918196,21913.7081719961,25420.234882944,27751.0654708859,26654.5932018985,32479.9817381467,40113.7195382428,42950.3841711138,43257.0769238879,42855.831861632,41997.7830324279,49950.4251691316,49099.7090423358,49075.9562832927
New Zealand,NZL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.4700222,7.5789361,7.90045929,7.72169256,7.90090561,8.27334881,8.63841629,8.32904434,9.24379444,8.9698782,9.03810501,9.50996971,10.05994129,10.0194025,10.02858067,..
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.36,67.028,67.95,68.749,69.51,70.374,70.958,71.197,73.18,73.389,73.879,73.764,70.766,70.478,74.463,74.947
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1017.3124434882,1051.874235891,1014.3339042591,1021.35216668794,1098.62118662335,1183.30214010175,1248.17371577788,1350.38145753377,2131.68704828322,2182.61380995674,2035.16549390507,1958.62051528095,1938.44704754382,2138.38588469449,2322.89053964583,2609.44492072931
Nicaragua,NIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.23883677,5.48459768,5.73315859,6.08317614,6.05740356,6.22468948,6.35756445,6.95643044,8.04877567,8.32754421,8.4993515,8.50037098,8.58996105,9.59249973,8.95364857,..
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.172,49.872,50.645,51.545,52.402,53.32,54.223,55.063,59.228,59.524,59.765,60.031,59.89,59.542,60.398,61.183
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,194.771959898935,205.417936120931,225.294391147438,265.225363452469,283.468281798296,318.643121918273,333.345078419447,387.168065883301,502.706475406446,521.804130023434,578.568035680892,561.691304349698,579.512495758236,608.722439593808,609.745147574878,638.336080897887
Niger,NER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.69005966,4.75815105,4.85896921,4.77953815,5.01118755,5.67637587,5.80890512,5.38838625,4.53239059,5.57609606,5.30310822,5.66642094,6.17007589,5.81452751,4.35259724,..
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.143,47.549,48.02,48.618,49.148,49.538,49.876,50.381,52.189,52.397,52.669,53.009,53.072,53.455,54.079,54.462
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,547.318298903379,566.428231812933,712.164852077686,763.388745367223,962.48104194733,1211.37703504386,1599.53891556365,1815.52697545827,2070.4127339595,1876.34027111773,2057.87944554011,3189.81286498516,2797.18458068686,2787.48779224428,2899.16047470324,2138.76383719983
Nigeria,NGA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.1973834,3.18946862,2.49063969,5.05360985,4.63368416,4.46591949,4.25775146,3.90997243,3.64773679,3.74762511,3.09069347,2.98547053,3.38063431,4.07625723,4.27090406,..
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.9463414634147,73.4365853658537,73.0390243902439,73.2414634146342,73.5975609756098,73.6975609756098,73.8951219512195,73.8,75.4,75.9536585365854,76.6487804878049,76.6024390243903,74.3951219512195,73.2463414634146,74.4248780487805,75.3160975609756
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,1861.89899780644,1823.02267682636,1989.13537265159,2445.36286400013,2818.5814561242,3120.98401394233,3440.4411057968,4204.11328760452,5598.48622617967,5955.2973863451,6713.98925398989,6718.85826635458,6659.59651070776,7620.80296977508,7606.2375253797,8674.35846327485
North Macedonia,MKD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.86991501,8.3815918,8.97826958,9.00857735,8.46505451,7.67907524,7.38314581,6.57065344,6.37943363,6.43909454,6.45699358,7.06654119,7.73212385,8.5240345,7.6204114,..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9,75.419,75.934,76.505,76.789,77.307,77.688,77.863,77.392,77.47,77.51,77.844,78.03,78.16,78.531,78.808
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,19227.8894246608,18938.8728389967,18924.5831899653,17015.7487891715,16314.5578590027,15914.2193040498,24225.474169342,31225.6049960968,26509.3628379893,24496.6652122421,18220.8382427201,19455.50139424,23785.754590043,..
Northern Mariana Islands,MNP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.6341463414634,78.7853658536585,78.9878048780488,79.390243902439,79.8414634146342,80.0414634146342,80.3439024390244,80.3951219512195,82.4073170731707,82.609756097561,82.7585365853659,82.9585365853659,83.209756097561,83.1634146341463,82.509756097561,83.1121951219512
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,38178.2368777076,38601.897639231,43170.557174499,50250.3298214345,57768.6980958462,67047.1704558264,74434.4996835671,85502.2677087731,70867.3609970749,76131.8384032764,82792.8427113304,76430.5889473338,68340.0181033702,93072.8925119571,109269.520580298,87497.2179649556
Norway,NOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.70270586,8.00972462,8.98267078,9.19355106,8.79598331,8.29899502,7.8822999,8.01673985,10.53049755,10.22983646,9.96037865,10.43807507,11.42416382,9.8142643,7.94803333,..
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.643,73.979,74.276,74.521,74.82,75.07,75.354,75.596,79.581,79.748,79.864,79.946,77.763,75.969,77.911,80.031
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,9753.84755185404,9611.96360191054,9869.13050219438,10463.5425832141,11800.8507411171,14434.8577924647,16930.8565071853,18792.653772482,17110.1897460545,17820.0661809335,19901.7615642016,19180.1864152801,16784.8630630058,19403.4600160211,23223.5829405935,21027.7384778886
Oman,OMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.68485427,2.70073724,2.77737164,2.77524447,2.59660101,2.26479053,2.01985121,2.11371112,4.17580843,3.95418668,3.21469474,3.80648994,5.11922884,4.37028217,2.9162159,..
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.903,62.241,62.556,62.834,63.097,62.416,63.624,63.807,65.943,66.223,66.481,66.729,65.701,65.773,67.417,67.649
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,642.338346499898,609.939506905073,599.937345723927,672.44178669894,771.902247348954,827.619861189926,900.873564984808,998.090114197524,1424.69161195897,1519.23459514248,1569.33814626355,1390.41690981745,1278.39735206896,1455.31922370186,1538.3228133171,1360.32417758419
Pakistan,PAK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.48079324,2.33959723,2.42219901,2.10399199,2.03666282,2.37323904,2.73132491,2.62370729,2.57026362,2.7863009,2.82844949,2.84736943,2.95273018,2.99015832,2.90434051,..
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.499,64.8,65.076,65.446,65.816,66.219,66.633,67.113,69.046,69.019,68.989,68.982,68.689,68.563,68.922,69.269
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,7798.07504193852,8239.26354006532,8340.18981304558,7862.3931898737,8393.73052541231,9635.28357539048,9881.65970716981,10402.5367528907,17150.4759377239,16401.7847567871,16166.9671073752,15846.7968470167,14708.2119536914,13009.2481630213,13729.7602761496,15610.8231931032
Palau,PLW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.63728905,7.79659462,7.28691149,8.095788,9.13479805,8.63174248,8.73999214,8.83709908,10.01226997,10.90419006,11.06327057,12.14718533,13.33730412,14.62713623,14.28555965,..
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.443,73.82,74.195,74.567,74.845,75.16,75.429,75.675,77.772,77.901,78.266,78.514,76.33,77.004,79.324,79.594
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,3975.09310275544,3991.77672094655,4090.58616456082,4264.66428949623,4644.56581177581,5017.74110414832,5528.76705854901,6317.8173051466,14832.3611652459,15694.6297518495,16151.3273433486,16477.9066268111,13290.5608397749,15509.8069124139,17378.6070017557,18797.1933994045
Panama,PAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.98486614,6.91849852,7.05643845,6.71176672,7.08192825,6.20666599,6.54604864,7.35227633,7.09378099,7.16492653,7.60132933,8.13541794,10.21630001,9.13571072,8.46561432,..
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.609,61.647,61.643,61.741,61.795,61.868,62.018,62.211,64.7,64.923,65.114,65.331,65.075,64.358,65.274,66.134
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,635.957919047725,537.847459634131,506.331789534482,577.467922387259,620.596147680561,744.486489977433,1238.18282926706,1370.753415829,2316.39479758492,2477.76530986323,2566.36833735041,2575.77274140393,2429.61134585269,2607.57861874444,3102.28968594061,2966.06830432055
Papua New Guinea,PNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.0184176,2.3006382,2.77562952,2.4531486,2.59372902,2.44874048,2.42600322,2.42102122,2.33063054,2.22970986,2.30051899,2.3253386,2.30193973,2.33994722,2.61825109,..
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.026,70.281,70.539,70.795,71.054,71.317,71.584,71.817,73.487,73.45,73.627,73.668,72.72,68.108,72.319,73.844
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,1736.11729210765,1637.68615122932,1367.76506935997,1443.99885236205,1786.21533938543,1970.87169852378,2439.43124694576,3211.93621659546,5775.15963399596,6152.2671153779,6258.44991640984,5821.18199548738,5365.47220721104,5976.93179789949,6205.62595379319,6299.99026533713
Paraguay,PRY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.01865244,5.60815811,4.75770569,4.90703917,4.93224335,4.82934713,5.01927567,5.02042723,6.67556572,6.60902548,6.74497652,7.16081905,7.67533064,8.03277016,7.73804235,..
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.821,70.315,70.815,71.278,71.447,71.988,72.337,72.746,75.951,75.958,76.018,76.275,73.832,71.596,76.834,77.74
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,1945.41338451698,1929.57273038846,2007.37019626753,2129.44114197634,2397.25147277714,2706.66947297608,3129.55996496982,3581.0893081917,6217.03599995447,6736.16693725487,6978.49121548627,7037.00803692604,6133.32552410183,6826.20255614477,7350.63034300417,7887.54185920108
Peru,PER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.41482639,4.72161007,4.93902588,4.58703804,4.42972279,4.66598511,4.409585,4.42611313,4.91142178,4.82783127,5.09981441,5.1381588,6.36273861,6.67921352,6.0930872,..
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.789,67.829,67.886,68.049,68.301,68.423,68.172,68.549,69.49,69.966,69.761,69.68,70.097,66.675,69.472,69.833
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,1050.79273107952,969.530611744453,1014.90879320106,1027.2301192843,1099.63013023758,1220.46018559867,1426.14649179546,1712.65543282793,2985.19564024046,3038.12124959289,3168.51036609727,3400.78949767074,3227.57910235199,3484.38593882819,3548.06930572116,3804.08274131097
Philippines,PHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.05512357,2.84775972,2.63767385,3.07663488,3.0468533,3.74253035,3.77762938,3.75318074,3.95484328,3.96042776,3.9538188,4.16646004,5.16214037,5.97500563,5.15676308,5.10629606
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.7487804878049,74.2,74.4975609756098,74.5975609756098,74.8463414634146,74.9951219512195,75.1439024390244,75.2439024390244,77.8512195121951,77.7536585365854,77.6024390243903,77.9048780487805,76.4,75.3512195121951,77.1560975609756,78.5073170731707
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,4520.64100449111,5015.23790036613,5223.45178967082,5720.81366178104,6711.72715262967,8043.92332253757,9068.85528307627,11272.5293683383,12464.0110508476,13913.3402919927,15658.2120316794,15874.5220531254,16150.9304813473,18635.5104895754,18891.2121169279,22145.2660647429
Poland,POL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.28789568,5.66721439,6.06724358,5.95371294,5.86845207,5.80689144,5.80280542,5.87339211,6.59210491,6.58342791,6.3129096,6.46008492,6.49677992,6.43857718,6.39626455,7.00451565
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.3146341463415,76.8146341463415,77.0658536585366,77.219512195122,77.6707317073171,78.0707317073171,78.419512195122,78.3219512195122,81.1243902439025,81.4243902439025,81.3243902439024,81.6756097560976,81.3292682926829,81.3780487804878,81.6317073170732,82.2804878048781
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,11526.3720667968,11734.7649743954,12936.6928204482,15797.7821340276,18064.1580932987,18780.12751241,19839.4540499032,22811.0564844365,19980.2808866516,21442.3842768879,23541.1401075289,23343.3628970034,22299.4044062173,24711.4510062111,24620.5197587181,27634.6183139773
Portugal,PRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.60104179,8.62751579,8.78642941,9.12415695,9.5325079,9.65306759,9.35422611,9.25186634,9.39439487,9.30583763,9.4126482,9.51379871,10.54770088,11.1236763,10.46883011,10.00331116
Puerto Rico (US),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.514,75.972,76.819,76.941,76.913,76.703,77.561,77.659,80.355,79.07,81.086,81.438,80.009,79.77,79.427,81.69
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,16192.1269719638,18123.1987019918,18731.4593897378,19557.1202492358,20988.9923326534,21959.322696986,22935.9411586313,23664.8823485096,29978.0889268918,30328.479490518,30679.9181934488,31830.5284993358,31427.1130762831,32619.0704601174,35353.6821570014,36980.7884784287
Puerto Rico (US),PRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.25,75.486,75.766,76.097,76.484,76.909,77.323,77.741,82.147,82.458,82.714,82.945,80.409,81.083,81.857,82.368
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,27535.182940934,25870.7991864314,27226.6593510117,31602.470865136,41035.5008380177,53949.6764091147,62582.4453138755,65954.3419525051,61253.6217997091,63279.8767486216,71039.9308240078,66841.3623185691,51683.5681078949,71751.9363398856,88701.4689763536,81816.9797967481
Qatar,QAT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.97258496,2.3197093,2.46044064,3.50257182,3.18311739,2.56300044,2.288064,2.07008052,3.54971433,3.21237087,2.96176219,3.18468714,3.81872201,2.8927927,2.18112326,..
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1634146341463,71.1609756097561,71.009756097561,71.309756097561,71.5609756097561,71.9121951219512,72.1634146341463,72.5658536585366,75.209756097561,75.209756097561,75.3585365853659,75.6073170731707,74.2536585365854,72.809756097561,75.1536585365854,76.6073170731707
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,1659.92904910528,1825.19299373184,2119.85509684554,2679.40626016154,3494.99056448955,4618.00350802913,5757.53127301178,8360.33775916596,9404.54005870715,10727.9822007426,12416.134317959,12909.6104013244,13009.1770573223,14907.9803652143,15503.551804598,18244.4186876321
Romania,ROU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.20876169,4.37598133,4.57694626,5.37136793,5.47733593,5.52778196,5.07106066,5.02223349,5.08021355,5.1887908,5.51800871,5.7142148,6.22618055,6.46980715,5.7490139,..
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.4836585365854,65.3834146341463,65.1287804878049,65.0275609756098,65.4709756097561,65.529756097561,66.7275609756098,67.5868292682927,71.6512195121951,72.4514634146342,72.6621951219512,73.0839024390244,71.3387804878049,69.900243902439,72.5456097560976,73.2546341463415
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1771.59411621094,2100.3525390625,2377.52954101563,2975.123046875,4102.36474609375,5323.455078125,6920.19970703125,9101.2392578125,8663.158203125,10658.9130859375,11211.8876953125,11447.701171875,10108.3271484375,12425.029296875,15619.6142578125,14159.3876953125
Russian Federation,RUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.01989794,5.24284792,5.52166557,5.16368914,4.7603755,4.77177477,4.76654387,4.74792528,5.28970242,5.35889816,5.35520792,5.64849091,8.04076004,6.97584295,6.91986275,..
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.798,49.49,51.262,53.529,55.52,56.968,58.342,59.504,65.733,66.14,66.354,66.691,66.953,66.85,67.528,67.785
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,251.86926386091,237.308846200901,234.043016755733,249.012274982252,269.540446333402,324.016863847189,356.995022901154,426.234183487629,729.519133812945,758.300966509647,771.773511207309,810.051412137354,778.701498925026,829.544845263697,975.469323735369,1027.03446826565
Rwanda,RWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.57583427,3.31599975,3.12787294,6.92888737,7.50856972,7.72468948,7.60937929,7.86268663,6.96089125,6.3665309,6.65483093,6.26708555,7.48696899,7.30378389,7.8792119,..
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.791,71.028,71.233,71.441,71.508,71.487,71.62,71.605,71.003,70.991,71.052,70.269,70.727,71.096,71.55,71.698
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,1424.75240002471,1453.87021324606,1527.55790455937,1798.12429714048,2189.26042607992,2550.04221437511,2663.29135939532,3038.61904093377,4147.07097674888,4307.59381964907,4231.81409469194,4351.94234943706,4099.59660548583,4021.55934894283,4132.44717734444,4822.74084650019
Samoa,WSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.28232527,3.81804991,4.49205494,4.17237139,4.52578545,4.63365459,4.88451385,4.7446332,5.63950825,5.16346788,4.7755332,5.64748573,6.18667269,6.81255674,6.3012085,..
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.504,80.803,81.061,81.33,81.592,81.926,82.258,82.605,84.775,84.933,85.095,85.257,82.65,83.539,85.708,85.706
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,37600.7077379601,39035.1034290445,41790.8432718184,52529.9093701059,58232.0176184948,59877.8005839737,63270.7780755157,70124.4634385624,44359.4797662688,45192.0279766943,47950.6880557136,46630.1443120725,44326.9556746411,54176.4798021628,54190.8417700372,59879.7173015651
San Marino,SMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.7876792,5.64127541,5.39155769,4.77200127,4.86479282,4.88683653,4.91361904,5.09587288,8.4219532,8.25972271,8.2778492,8.14801598,8.48147392,7.51272249,7.40650225,..
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.207,61.5,61.826,62.158,62.56,62.434,63.041,63.336,66.563,67.074,67.602,68.043,67.979,68.026,69.237,69.718
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,529.089383412262,518.88050130005,568.10257252271,663.696211810494,726.560882130444,844.169181884274,861.970707697664,878.885791918745,1434.87018050521,1555.79477812888,1825.59971753966,1935.2931816596,2167.22001796925,2362.58827248102,2389.73729784737,2990.6606143535
Sao Tome and Principe,STP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.31892776,9.64001942,9.49860477,11.46527386,10.7211771,10.35199738,7.10559654,7.00608587,7.60211611,7.46631384,5.91960287,5.48078823,7.32044411,7.85889721,7.46419811,..
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.607,72.951,73.296,73.657,74.027,74.4,74.762,75.066,78.354,78.721,78.75,78.313,77.596,77.089,77.31,78.732
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,11714.5623675159,10805.311325122,10586.0543471363,11487.220410693,13154.4978989446,15975.7473782258,17563.6145370639,18596.1502627898,22267.7217050387,23929.2907135982,29360.0658968566,29566.7933827436,24338.8307301067,31920.7653655643,38510.2276211037,36156.848337701
Saudi Arabia,SAU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.21160603,4.4617486,4.24939442,3.97910738,3.58402061,3.41868114,3.61922765,3.56229854,6.24142838,6.03126049,5.34062767,5.46743679,6.64630127,5.93034029,4.62462378,..
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.615,58.158,58.912,59.474,60.308,60.98,61.801,62.653,66.724,67.059,67.379,67.668,67.496,66.868,67.788,68.683
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,603.233162455158,637.213530563724,669.430447319209,817.888034221442,918.102079522155,979.846101520171,1017.20196747987,1188.93877808175,1266.43957151587,1356.80518449031,1452.55612562445,1431.18128932159,1461.08720350553,1598.10676952274,1574.0281059306,1698.03387300843
Senegal,SEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.55015373,3.68148756,3.95294404,4.29703569,4.56856203,3.67466521,3.76337624,3.41496587,4.25606871,4.16359377,4.43182087,4.49531031,5.15119171,4.44256258,4.06358385,..
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.5829268292683,72.2341463414634,72.2853658536585,72.4365853658537,72.6829268292683,72.8341463414634,73.3853658536585,73.6317073170732,75.6878048780488,75.5390243902439,75.890243902439,75.9365853658537,74.4780487804878,72.780487804878,75.2365853658537,76.2209756097561
